ncaa_name,espn_name,primary_color,secondary_color,tertiary_color,color_4,color_5,color_6,logo_url,color_3,conference,ID
Idaho,Idaho,#EAAB00,#86754D,#808080,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Idaho_Vandals_logo.svg/216px-Idaho_Vandals_logo.svg.png,NA,Big Sky,1225
Idaho St.,Idaho State,#000000,#F9A81A,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Idaho_State_Bengals_logo.svg/254px-Idaho_State_Bengals_logo.svg.png,NA,Big Sky,1226
Illinois,Illinois,#13294B,#E84A27,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Illinois_Fighting_Illini_logo.svg/166px-Illinois_Fighting_Illini_logo.svg.png,NA,Big 10,1228
Illinois St.,Illinois State,#CE1126,#F9DD16,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Illinois_State_Athletics_logo.svg/320px-Illinois_State_Athletics_logo.svg.png,NA,MVC,1229
Indiana,Indiana,#990000,#EEEDEB,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Indiana_Hoosiers_logo.svg/190px-Indiana_Hoosiers_logo.svg.png,NA,Big 10,1231
Indiana St.,Indiana State,#0142BC,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Indiana_State_Sycamores_logo.svg/320px-Indiana_State_Sycamores_logo.svg.png,NA,MVC,1232
Iona,Iona,#6F2C3F,#F2A900,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Iona_College_Athletics_Primary_Logo.png/315px-Iona_College_Athletics_Primary_Logo.png,NA,MAAC,1233
Iowa,Iowa,#FFCD00,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Iowa_Hawkeyes_logo.svg/320px-Iowa_Hawkeyes_logo.svg.png,NA,Big 10,1234
Iowa St.,Iowa State,#C8102E,#F1BE48,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Iowa_State_Cyclones_logo.svg/320px-Iowa_State_Cyclones_logo.svg.png,NA,Big 12,1235
IUPUI,IUPUI,#9D2235,#DFD1A7,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/IUPUI_Jaguars_logo.svg/300px-IUPUI_Jaguars_logo.svg.png,NA,Horizon,1237
Jackson St.,Jackson State,#002147,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Jackson_State_athletics_logo.svg/320px-Jackson_State_athletics_logo.svg.png,NA,SWAC,1238
Jacksonville,Jacksonville,#084E44,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Jacksonville_Dolphins_logo_2018.svg/320px-Jacksonville_Dolphins_logo_2018.svg.png,NA,A-Sun,1239
Jacksonville St.,Jacksonville St,#004E44,#898A8D,#BBBBBB,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Jacksonville_State_Gamecocks_logo.svg/320px-Jacksonville_State_Gamecocks_logo.svg.png,NA,A-Sun,1240
James Madison,JMU,#450084,#CBB677,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/James_Madison_University_Athletics_logo.svg/320px-James_Madison_University_Athletics_logo.svg.png,NA,CAA,1241
Kansas,Kansas,#0051BA,#E8000D,#FFC82D,#85898A,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Kansas_Jayhawks_logo.svg/270px-Kansas_Jayhawks_logo.svg.png,NA,Big 12,1242
Kansas City,UMKC,#005293,#FECB00,#000000,#DCDDDE,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Kansas_City_Roos_logo.svg/254px-Kansas_City_Roos_logo.svg.png,NA,Summit,1282
Kansas St.,Kansas State,#512888,#D1D1D1,#A7A7A7,#FFFFFF,#000000,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Kansas_State_Wildcats_logo.svg/320px-Kansas_State_Wildcats_logo.svg.png,NA,Big 12,1243
Kennesaw St.,Kennesaw State,#FDBB30,#0B1315,#C5C6C8,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Kennesaw_State_Owls_logo.svg/254px-Kennesaw_State_Owls_logo.svg.png,NA,A-Sun,1244
Kent St.,Kent State,#002664,#EAAB00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Kent_State_athletic_logo.svg/320px-Kent_State_athletic_logo.svg.png,NA,MAC,1245
Kentucky,Kentucky,#0033A0,#FFFFFF,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Kentucky_Wildcats_logo.svg/293px-Kentucky_Wildcats_logo.svg.png,NA,SEC,1246
La Salle,La Salle,#FFCC00,#003366,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/La_Salle_Explorers_logo.svg/320px-La_Salle_Explorers_logo.svg.png,NA,A-10,1247
Lafayette,Lafayette,#910029,#A8996E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Lafayette_Leopards_logo.svg/320px-Lafayette_Leopards_logo.svg.png,NA,Patriot,1248
Lamar University,Lamar,#E31937,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Lamar_Cardinals_logo.svg/320px-Lamar_Cardinals_logo.svg.png,NA,WAC,1249
Lehigh,Lehigh,#4B2913,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/LehighMountainHawks.svg/245px-LehighMountainHawks.svg.png,NA,Patriot,1250
Liberty,Liberty,#990000,#0A254E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Liberty_Flames_logo.svg/266px-Liberty_Flames_logo.svg.png,NA,A-Sun,1251
Lipscomb,Lipscomb,#331E54,#F4AA00,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/1/1c/Lipscomb_L.png,NA,A-Sun,1252
Little Rock,Little Rock,#6E2639,#A7A9AC,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Little_Rock_Trojans_logo.svg/320px-Little_Rock_Trojans_logo.svg.png,NA,Sunbelt,1114
LIU,LIU Brooklyn,#231F20,#8A8D8F,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/LIU_Brooklyn_Blackbirds_logo.svg/320px-LIU_Brooklyn_Blackbirds_logo.svg.png,NA,NEC,1254
LMU (CA),Loyola Mary,#B62B3A,#00447C,#617080,#231F20,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/LMU_Lions_logo.svg/320px-LMU_Lions_logo.svg.png,NA,WCC,1259
Long Beach St.,Long Beach St,#FFC72A,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Long_Beach_State_Athletics_logo.svg/197px-Long_Beach_State_Athletics_logo.svg.png,NA,Big West,1253
Longwood,Longwood,#041E42,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Longwood_Lancers_logo.svg/320px-Longwood_Lancers_logo.svg.png,NA,Big South,1255
Louisiana,Louisiana,#CE181E,#0A0203,#C1C5C9,#F18C21,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Ragin_Cajuns_logo.svg/320px-Ragin_Cajuns_logo.svg.png,NA,Sunbelt,1418
Louisiana Tech,LA Tech,#E31B23,#A2AAAD,#111111,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Louisiana_Tech_Athletics_logo.svg/320px-Louisiana_Tech_Athletics_logo.svg.png,NA,C-USA,1256
Louisville,Louisville,#AD0000,#000000,#FDB913,#CCCCCC,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Louisville_Cardinals_logo.svg/218px-Louisville_Cardinals_logo.svg.png,NA,ACC,1257
Loyola Chicago,Loyola-Chicago,#922247,#FEBD18,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Loyola_Ramblers_logo.svg/301px-Loyola_Ramblers_logo.svg.png,NA,MVC,1260
Loyola Maryland,Loyola (MD),#00694E,#CACAC8,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Loyola_Greyhounds_logo.svg/186px-Loyola_Greyhounds_logo.svg.png,NA,Patriot,1259
LSU,LSU,#461D7C,#FDD023,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/LSU_Athletics_logo.svg/220px-LSU_Athletics_logo.svg.png,NA,SEC,1261
Maine,Maine,#003263,#B0D7FF,#AB0634,#908C89,#000000,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Maine_Black_Bears_logo.svg/313px-Maine_Black_Bears_logo.svg.png,NA,Am. East,1263
Manhattan,Manhattan,#00703C,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Manhattan_Jaspers_logo.svg/287px-Manhattan_Jaspers_logo.svg.png,NA,MAAC,1264
Marist,Marist,#C8102E,#B2B2B2,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Marist_Red_Foxes_logo.svg/320px-Marist_Red_Foxes_logo.svg.png,NA,MAAC,1265
Marquette,Marquette,#003366,#FFCC00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Marquette_Golden_Eagles_logo.svg/320px-Marquette_Golden_Eagles_logo.svg.png,NA,Big East,1266
Marshall,Marshall,#00B140,#A2AAAD,#693F23,#AD7C59,#27251F,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Marshall_Thundering_Herd_logo.svg/320px-Marshall_Thundering_Herd_logo.svg.png,NA,C-USA,1267
Maryland,Maryland,#E03A3E,#FFD520,#FFFFFF,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Maryland_Terrapins_logo.svg/219px-Maryland_Terrapins_logo.svg.png,NA,Big 10,1268
Massachusetts,UMass,#971B2F,#572932,#B1B3B3,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/UMass_Amherst_Athletics_logo.svg/294px-UMass_Amherst_Athletics_logo.svg.png,NA,A-10,1269
McNeese,Mcneese,#00529B,#FFD204,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/McNeese_State_Athletics_logo.svg/224px-McNeese_State_Athletics_logo.svg.png,NA,Southland,1270
Memphis,Memphis,#003087,#898D8D,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/1/11/Memphis_Tigers_logo.png,NA,AAC,1272
Mercer,Mercer,#CB5307,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Mercer_Bears_logo.svg/312px-Mercer_Bears_logo.svg.png,NA,Southern,1273
Merrimack,Merrimack,#003768,#ffde00,#8c8a88,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Merrimack_Warriors.svg/309px-Merrimack_Warriors.svg.png,NA,NEC,1467
Miami (FL),Miami,#F47321,#005030,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Miami_Hurricanes_logo.svg/320px-Miami_Hurricanes_logo.svg.png,NA,ACC,1274
Miami (OH),Miami (OH),#B61E2E,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Miami_Redhawks_logo.svg/317px-Miami_Redhawks_logo.svg.png,NA,MAC,1275
Michigan,Michigan,#00274C,#FFCB05,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Michigan_Wolverines_logo.svg/320px-Michigan_Wolverines_logo.svg.png,NA,Big 10,1276
Michigan St.,Michigan State,#18453B,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Michigan_State_Athletics_logo.svg/208px-Michigan_State_Athletics_logo.svg.png,NA,Big 10,1277
Middle Tenn.,Mid Tennessee,#0066CC,#69B3E7,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/e/ea/Middle_Tennessee_MT_Logomark.svg,NA,C-USA,1292
Milwaukee,Milwaukee,#FFBD00,#CCCCCC,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/3/36/Milwaukee_Panthers_letter_logo.svg,NA,Horizon,1454
Minnesota,Minnesota,#7A0019,#FFCC33,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Minnesota_Golden_Gophers_logo.svg/320px-Minnesota_Golden_Gophers_logo.svg.png,NA,Big 10,1278
Mississippi St.,Miss St,#660000,#FFFFFF,#CCCCCC,#75787B,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Mississippi_State_Bulldogs_logo.svg/320px-Mississippi_State_Bulldogs_logo.svg.png,NA,SEC,1280
Mississippi Val.,Miss Valley St,#046A38,#FFFFFF,NA,NA,NA,NA,https://i.imgur.com/TOQFibH.jpg,NA,SWAC,1290
Missouri,Missouri,#000000,#F1B82D,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Missouri_Tigers_logo.svg/320px-Missouri_Tigers_logo.svg.png,NA,SEC,1281
